epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
20,0.842072606086731,0.9746964573860168,9.999999747378752e-06,0.43424198031425476,0.853740394115448,0.828575849533081,0.8522809743881226,0.976185142993927,0.43374553322792053,0.8568282127380371,0.8450398445129395
21,0.8436239361763,0.9743441939353943,9.999999747378752e-06,0.4358746111392975,0.8542032241821289,0.8307477235794067,0.8537291884422302,0.9770438075065613,0.4278101623058319,0.8604992628097534,0.848660409450531
22,0.8447098731994629,0.9760003089904785,9.999999747378752e-06,0.4274788200855255,0.8560714721679688,0.8322991132736206,0.8544532656669617,0.9773176908493042,0.4271554946899414,0.8598679304122925,0.848660409450531
23,0.8349363803863525,0.9741818904876709,9.999999747378752e-06,0.43338918685913086,0.8462151288986206,0.8237666487693787,0.8595221042633057,0.9776683449745178,0.4218796491622925,0.8619430065155029,0.8544532656669617
24,0.8462612628936768,0.9760453104972839,9.999999747378752e-06,0.4240160286426544,0.8548515439033508,0.8350915312767029,0.8544532656669617,0.9772469401359558,0.4259718656539917,0.8598679304122925,0.848660409450531
25,0.8499844670295715,0.977202832698822,9.999999747378752e-06,0.41711729764938354,0.8606648445129395,0.8394352793693542,0.8559015393257141,0.9773170351982117,0.4232499897480011,0.8600732684135437,0.8501086235046387
26,0.8411418199539185,0.9751849174499512,9.999999747378752e-06,0.4271959960460663,0.8520107865333557,0.8315234184265137,0.8566256165504456,0.976940929889679,0.426449716091156,0.8603801131248474,0.8522809743881226
27,0.8492088317871094,0.9765878915786743,9.999999747378752e-06,0.4218609035015106,0.8595961332321167,0.8386596441268921,0.8580738306045532,0.9771971702575684,0.42435601353645325,0.8619430065155029,0.8544532656669617
28,0.852156400680542,0.9766689538955688,2.9999998787388904e-06,0.4193994402885437,0.8628135919570923,0.8430033922195435,0.8573497533798218,0.9773827195167542,0.4224465787410736,0.8625730872154236,0.8544532656669617
29,0.8520012497901917,0.9775090217590332,2.9999998787388904e-06,0.414949893951416,0.8622554540634155,0.8409866690635681,0.8559015393257141,0.9776356220245361,0.4198187291622162,0.8592268228530884,0.853005051612854
